PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11
105,E02004149,1,4,2
106,E02004149,1,4,2
107,E02004149,1,4,2
108,E02004149,1,4,2
109,E02004149,1,4,2
110,E02004149,1,4,2
111,E02004149,1,4,2
112,E02004149,1,4,2
113,E02004149,1,4,2
114,E02004149,1,4,2
115,E02004149,1,4,2
116,E02004149,1,4,2
117,E02004149,1,4,2
118,E02004149,1,4,2
119,E02004149,1,4,2
120,E02004149,1,4,5
121,E02004149,1,4,15
122,E02004149,1,4,15
123,E02004149,1,4,16
124,E02004149,1,4,18
125,E02004149,1,5,2
126,E02004149,1,5,2
127,E02004149,1,5,2
128,E02004149,1,5,2
129,E02004149,1,5,2
130,E02004149,1,5,2
131,E02004149,1,5,2
132,E02004149,1,5,2
133,E02004149,1,5,2
134,E02004149,1,5,2
135,E02004149,1,5,2
136,E02004149,1,5,2
137,E02004149,1,5,2
138,E02004149,1,5,2
139,E02004149,1,5,2
140,E02004149,1,5,2
141,E02004149,1,5,2
142,E02004149,1,5,2
143,E02004149,1,5,2
144,E02004149,1,5,2
145,E02004149,1,5,2
146,E02004149,1,5,2
147,E02004149,1,5,2
148,E02004149,1,5,2
149,E02004149,1,5,2
150,E02004149,1,5,2
151,E02004149,1,5,2
152,E02004149,1,5,2
153,E02004149,1,5,2
154,E02004149,1,5,2
155,E02004149,1,5,2
156,E02004149,1,5,2
157,E02004149,1,5,2
158,E02004149,1,5,2
159,E02004149,1,5,2
160,E02004149,1,5,5
161,E02004149,1,5,5
162,E02004149,1,5,10
163,E02004149,1,5,13
164,E02004149,1,5,18
165,E02004149,1,6,2
166,E02004149,1,6,2
167,E02004149,1,6,2
168,E02004149,1,6,2
169,E02004149,1,6,2
170,E02004149,1,6,2
171,E02004149,1,6,2
172,E02004149,1,6,2
173,E02004149,1,6,2
174,E02004149,1,6,2
175,E02004149,1,6,2
176,E02004149,1,6,2
177,E02004149,1,6,2
178,E02004149,1,6,2
179,E02004149,1,6,2
180,E02004149,1,6,2
181,E02004149,1,6,2
182,E02004149,1,6,2
183,E02004149,1,6,2
184,E02004149,1,6,2
185,E02004149,1,6,2
186,E02004149,1,6,5
187,E02004149,1,6,9
188,E02004149,1,6,15
189,E02004149,1,6,15
190,E02004149,1,6,22
191,E02004149,1,6,23
192,E02004149,1,7,2
193,E02004149,1,7,2
194,E02004149,1,7,2
195,E02004149,1,7,2
196,E02004149,1,7,2
197,E02004149,1,7,2
198,E02004149,1,7,2
199,E02004149,1,7,2
200,E02004149,1,7,2
201,E02004149,1,7,2
202,E02004149,1,7,2
203,E02004149,1,7,2
204,E02004149,1,7,2
205,E02004149,1,7,2
206,E02004149,1,7,2
207,E02004149,1,7,2
208,E02004149,1,7,2
209,E02004149,1,7,2
210,E02004149,1,7,2
211,E02004149,1,7,2
212,E02004149,1,7,2
213,E02004149,1,7,2
214,E02004149,1,7,2
215,E02004149,1,7,2
216,E02004149,1,7,2
217,E02004149,1,7,2
218,E02004149,1,7,2
219,E02004149,1,7,2
220,E02004149,1,7,2
221,E02004149,1,7,2
222,E02004149,1,7,2
223,E02004149,1,7,2
224,E02004149,1,7,5
225,E02004149,1,7,5
226,E02004149,1,7,5
227,E02004149,1,7,15
228,E02004149,1,7,16
229,E02004149,1,8,2
230,E02004149,1,8,2
231,E02004149,1,8,2
232,E02004149,1,8,2
233,E02004149,1,8,2
234,E02004149,1,8,2
235,E02004149,1,8,2
236,E02004149,1,8,2
237,E02004149,1,8,2
238,E02004149,1,8,2
239,E02004149,1,8,2
240,E02004149,1,8,2
241,E02004149,1,8,2
242,E02004149,1,8,2
243,E02004149,1,8,2
244,E02004149,1,8,2
245,E02004149,1,8,2
246,E02004149,1,8,2
247,E02004149,1,8,2
248,E02004149,1,8,2
249,E02004149,1,8,5
250,E02004149,1,8,5
251,E02004149,1,8,12
252,E02004149,1,8,12
253,E02004149,1,8,15
254,E02004149,1,8,18
255,E02004149,1,9,2
256,E02004149,1,9,2
257,E02004149,1,9,2
258,E02004149,1,9,2
259,E02004149,1,9,2
260,E02004149,1,9,2
261,E02004149,1,9,2
262,E02004149,1,9,2
263,E02004149,1,9,2
264,E02004149,1,9,2
265,E02004149,1,9,2
266,E02004149,1,9,2
267,E02004149,1,9,2
268,E02004149,1,9,2
269,E02004149,1,9,2
270,E02004149,1,9,2
271,E02004149,1,9,2
272,E02004149,1,9,2
273,E02004149,1,9,2
274,E02004149,1,9,2
275,E02004149,1,9,2
276,E02004149,1,9,2
277,E02004149,1,9,2
278,E02004149,1,9,2
279,E02004149,1,9,2
280,E02004149,1,9,3
281,E02004149,1,9,5
282,E02004149,1,9,5
283,E02004149,1,9,9
284,E02004149,1,9,14
285,E02004149,1,9,15
286,E02004149,1,9,16
287,E02004149,1,10,2
288,E02004149,1,10,2
289,E02004149,1,10,2
290,E02004149,1,10,2
291,E02004149,1,10,2
292,E02004149,1,10,2
293,E02004149,1,10,2
294,E02004149,1,10,2
295,E02004149,1,10,2
296,E02004149,1,10,2
297,E02004149,1,10,2
298,E02004149,1,10,2
299,E02004149,1,10,2
300,E02004149,1,10,2
301,E02004149,1,10,2
302,E02004149,1,10,2
303,E02004149,1,10,2
304,E02004149,1,10,2
305,E02004149,1,10,2
306,E02004149,1,10,2
307,E02004149,1,10,5
308,E02004149,1,10,5
309,E02004149,1,10,12
310,E02004149,1,10,15
311,E02004149,1,11,2
312,E02004149,1,11,2
313,E02004149,1,11,2
314,E02004149,1,11,2
315,E02004149,1,11,2
316,E02004149,1,11,2
317,E02004149,1,11,2
318,E02004149,1,11,2
319,E02004149,1,11,2
320,E02004149,1,11,2
321,E02004149,1,11,2
322,E02004149,1,11,2
323,E02004149,1,11,2
324,E02004149,1,11,2
325,E02004149,1,11,2
326,E02004149,1,11,2
327,E02004149,1,11,2
328,E02004149,1,11,2
329,E02004149,1,11,2
330,E02004149,1,11,2
331,E02004149,1,11,2
332,E02004149,1,11,3
333,E02004149,1,11,5
334,E02004149,1,11,22
335,E02004149,1,11,22
336,E02004149,1,12,2
337,E02004149,1,12,2
338,E02004149,1,12,2
339,E02004149,1,12,2
340,E02004149,1,12,2
341,E02004149,1,12,2
342,E02004149,1,12,2
343,E02004149,1,12,2
344,E02004149,1,12,2
345,E02004149,1,12,2
346,E02004149,1,12,2
347,E02004149,1,12,2
348,E02004149,1,12,2
349,E02004149,1,12,2
350,E02004149,1,12,2
351,E02004149,1,12,2
352,E02004149,1,12,2
353,E02004149,1,12,2
354,E02004149,1,12,2
355,E02004149,1,12,2
356,E02004149,1,12,5
357,E02004149,1,12,5
358,E02004149,1,12,9
359,E02004149,1,12,15
360,E02004149,1,12,15
361,E02004149,1,12,15
362,E02004149,1,12,16
363,E02004149,1,12,16
364,E02004149,1,13,2
365,E02004149,1,13,2
366,E02004149,1,13,2
367,E02004149,1,13,2
368,E02004149,1,13,2
369,E02004149,1,13,2
370,E02004149,1,13,2
371,E02004149,1,13,2
372,E02004149,1,13,2
373,E02004149,1,13,2
374,E02004149,1,13,2
375,E02004149,1,13,2
376,E02004149,1,13,2
377,E02004149,1,13,2
378,E02004149,1,13,2
379,E02004149,1,13,2
380,E02004149,1,13,2
381,E02004149,1,13,12
382,E02004149,1,13,15
383,E02004149,1,13,15
384,E02004149,1,14,2
385,E02004149,1,14,2
386,E02004149,1,14,2
387,E02004149,1,14,2
388,E02004149,1,14,2
389,E02004149,1,14,2
390,E02004149,1,14,2
391,E02004149,1,14,2
392,E02004149,1,14,2
393,E02004149,1,14,2
394,E02004149,1,14,2
395,E02004149,1,14,2
396,E02004149,1,14,2
397,E02004149,1,14,2
398,E02004149,1,14,2
399,E02004149,1,14,2
400,E02004149,1,14,2
401,E02004149,1,14,2
402,E02004149,1,14,5
403,E02004149,1,14,5
404,E02004149,1,14,10
405,E02004149,1,14,15
406,E02004149,1,14,16
407,E02004149,1,14,18
408,E02004149,1,15,2
409,E02004149,1,15,2
410,E02004149,1,15,2
411,E02004149,1,15,2
412,E02004149,1,15,2
413,E02004149,1,15,2
414,E02004149,1,15,2
415,E02004149,1,15,2
416,E02004149,1,15,2
417,E02004149,1,15,2
418,E02004149,1,15,2
419,E02004149,1,15,2
420,E02004149,1,15,2
421,E02004149,1,15,2
422,E02004149,1,15,2
423,E02004149,1,15,2
424,E02004149,1,15,2
425,E02004149,1,15,2
426,E02004149,1,15,2
427,E02004149,1,15,2
428,E02004149,1,15,2
429,E02004149,1,15,2
430,E02004149,1,15,5
431,E02004149,1,15,12
432,E02004149,1,15,15
433,E02004149,1,15,22
434,E02004149,1,16,2
435,E02004149,1,16,2
436,E02004149,1,16,2
437,E02004149,1,16,2
438,E02004149,1,16,2
439,E02004149,1,16,2
440,E02004149,1,16,2
441,E02004149,1,16,2
442,E02004149,1,16,2
443,E02004149,1,16,2
444,E02004149,1,16,2
445,E02004149,1,16,2
446,E02004149,1,16,2
447,E02004149,1,16,2
448,E02004149,1,16,2
449,E02004149,1,16,2
450,E02004149,1,16,2
451,E02004149,1,16,2
452,E02004149,1,16,5
453,E02004149,1,16,5
454,E02004149,1,16,7
455,E02004149,1,16,10
456,E02004149,1,16,12
457,E02004149,1,16,16
458,E02004149,1,17,2
459,E02004149,1,17,2
460,E02004149,1,17,2
461,E02004149,1,17,2
462,E02004149,1,17,2
463,E02004149,1,17,2
464,E02004149,1,17,2
465,E02004149,1,17,2
466,E02004149,1,17,2
467,E02004149,1,17,2
468,E02004149,1,17,2
469,E02004149,1,17,2
470,E02004149,1,17,2
471,E02004149,1,17,2
472,E02004149,1,17,2
473,E02004149,1,17,2
474,E02004149,1,17,2
475,E02004149,1,17,2
476,E02004149,1,17,2
477,E02004149,1,17,2
478,E02004149,1,17,2
479,E02004149,1,17,2
480,E02004149,1,17,5
481,E02004149,1,17,13
482,E02004149,1,17,15
483,E02004149,1,17,15
484,E02004149,1,17,23
485,E02004149,1,18,2
486,E02004149,1,18,2
487,E02004149,1,18,2
488,E02004149,1,18,2
489,E02004149,1,18,2
490,E02004149,1,18,2
491,E02004149,1,18,2
492,E02004149,1,18,2
493,E02004149,1,18,2
494,E02004149,1,18,2
495,E02004149,1,18,2
496,E02004149,1,18,2
497,E02004149,1,18,2
498,E02004149,1,18,2
499,E02004149,1,18,2
500,E02004149,1,18,2
501,E02004149,1,18,2
502,E02004149,1,18,2
503,E02004149,1,18,2
504,E02004149,1,18,2
505,E02004149,1,18,2
506,E02004149,1,18,2
507,E02004149,1,18,2
508,E02004149,1,18,2
509,E02004149,1,18,2
510,E02004149,1,18,2
511,E02004149,1,18,2
512,E02004149,1,18,2
513,E02004149,1,18,2
514,E02004149,1,18,5
515,E02004149,1,18,5
516,E02004149,1,18,5
517,E02004149,1,18,8
518,E02004149,1,18,15
519,E02004149,1,18,16
520,E02004149,1,18,16
521,E02004149,1,18,18
522,E02004149,1,18,18
523,E02004149,1,19,2
524,E02004149,1,19,2
525,E02004149,1,19,2
526,E02004149,1,19,2
527,E02004149,1,19,2
528,E02004149,1,19,2
529,E02004149,1,19,2
530,E02004149,1,19,2
531,E02004149,1,19,2
532,E02004149,1,19,2
533,E02004149,1,19,2
534,E02004149,1,19,2
535,E02004149,1,19,2
536,E02004149,1,19,2
537,E02004149,1,19,2
538,E02004149,1,19,2
539,E02004149,1,19,2
540,E02004149,1,19,2
541,E02004149,1,19,2
542,E02004149,1,19,2
543,E02004149,1,19,2
544,E02004149,1,19,2
545,E02004149,1,19,2
546,E02004149,1,19,2
547,E02004149,1,19,2
548,E02004149,1,19,2
549,E02004149,1,19,2
550,E02004149,1,19,2
551,E02004149,1,19,2
552,E02004149,1,19,2
553,E02004149,1,19,2
554,E02004149,1,19,2
555,E02004149,1,19,2
556,E02004149,1,19,2
557,E02004149,1,19,2
558,E02004149,1,19,2
559,E02004149,1,19,2
560,E02004149,1,19,2
561,E02004149,1,19,2
562,E02004149,1,19,2
563,E02004149,1,19,2
564,E02004149,1,19,2
565,E02004149,1,19,2
566,E02004149,1,19,2
567,E02004149,1,19,2
568,E02004149,1,19,2
569,E02004149,1,19,2
570,E02004149,1,19,2
571,E02004149,1,19,2
572,E02004149,1,19,2
573,E02004149,1,19,2
574,E02004149,1,19,2
575,E02004149,1,19,2
576,E02004149,1,19,2
577,E02004149,1,19,2
578,E02004149,1,19,2
579,E02004149,1,19,2
580,E02004149,1,19,2
581,E02004149,1,19,2
582,E02004149,1,19,2
583,E02004149,1,19,2
584,E02004149,1,19,2
585,E02004149,1,19,2
586,E02004149,1,19,2
587,E02004149,1,19,2
588,E02004149,1,19,2
589,E02004149,1,19,2
590,E02004149,1,19,2
591,E02004149,1,19,2
592,E02004149,1,19,2
593,E02004149,1,19,2
594,E02004149,1,19,2
595,E02004149,1,19,2
596,E02004149,1,19,2
597,E02004149,1,19,2
598,E02004149,1,19,2
599,E02004149,1,19,2
600,E02004149,1,19,2
601,E02004149,1,19,2
602,E02004149,1,19,2
603,E02004149,1,19,2
604,E02004149,1,19,2
605,E02004149,1,19,2
606,E02004149,1,19,2
607,E02004149,1,19,2
608,E02004149,1,19,2
609,E02004149,1,19,2
610,E02004149,1,19,2
611,E02004149,1,19,2
612,E02004149,1,19,2
613,E02004149,1,19,2
614,E02004149,1,19,2
615,E02004149,1,19,2
616,E02004149,1,19,2
617,E02004149,1,19,2
618,E02004149,1,19,2
619,E02004149,1,19,2
620,E02004149,1,19,2
621,E02004149,1,19,2
622,E02004149,1,19,2
623,E02004149,1,19,2
624,E02004149,1,19,2
625,E02004149,1,19,2
626,E02004149,1,19,2
627,E02004149,1,19,2
628,E02004149,1,19,2
629,E02004149,1,19,2
630,E02004149,1,19,2
631,E02004149,1,19,2
632,E02004149,1,19,2
633,E02004149,1,19,2
634,E02004149,1,19,2
635,E02004149,1,19,2
636,E02004149,1,19,2
637,E02004149,1,19,2
638,E02004149,1,19,2
639,E02004149,1,19,2
640,E02004149,1,19,2
641,E02004149,1,19,2
642,E02004149,1,19,2
643,E02004149,1,19,2
644,E02004149,1,19,2
645,E02004149,1,19,2
646,E02004149,1,19,2
647,E02004149,1,19,2
648,E02004149,1,19,2
649,E02004149,1,19,2
650,E02004149,1,19,2
651,E02004149,1,19,2
652,E02004149,1,19,2
653,E02004149,1,19,2
654,E02004149,1,19,2
655,E02004149,1,19,2
656,E02004149,1,19,2
657,E02004149,1,19,2
658,E02004149,1,19,2
659,E02004149,1,19,2
660,E02004149,1,19,2
661,E02004149,1,19,2
662,E02004149,1,19,2
663,E02004149,1,19,2
664,E02004149,1,19,2
665,E02004149,1,19,2
666,E02004149,1,19,2
667,E02004149,1,19,2
668,E02004149,1,19,2
669,E02004149,1,19,2
670,E02004149,1,19,2
671,E02004149,1,19,2
672,E02004149,1,19,2
673,E02004149,1,19,2
674,E02004149,1,19,2
675,E02004149,1,19,2
676,E02004149,1,19,2
677,E02004149,1,19,2
678,E02004149,1,19,2
679,E02004149,1,19,2
680,E02004149,1,19,2
681,E02004149,1,19,2
682,E02004149,1,19,2
683,E02004149,1,19,2
684,E02004149,1,19,2
685,E02004149,1,19,2
686,E02004149,1,19,2
687,E02004149,1,19,2
688,E02004149,1,19,2
689,E02004149,1,19,2
690,E02004149,1,19,2
691,E02004149,1,19,2
692,E02004149,1,19,2
693,E02004149,1,19,2
694,E02004149,1,19,2
695,E02004149,1,19,2
696,E02004149,1,19,2
697,E02004149,1,19,2
698,E02004149,1,19,2
699,E02004149,1,19,3
700,E02004149,1,19,3
701,E02004149,1,19,3
702,E02004149,1,19,5
703,E02004149,1,19,5
704,E02004149,1,19,5
705,E02004149,1,19,5
706,E02004149,1,19,5
707,E02004149,1,19,5
708,E02004149,1,19,5
709,E02004149,1,19,5
710,E02004149,1,19,5
711,E02004149,1,19,5
712,E02004149,1,19,5
713,E02004149,1,19,5
714,E02004149,1,19,7
715,E02004149,1,19,7
716,E02004149,1,19,9
717,E02004149,1,19,9
718,E02004149,1,19,9
719,E02004149,1,19,10
720,E02004149,1,19,12
721,E02004149,1,19,12
722,E02004149,1,19,12
723,E02004149,1,19,12
724,E02004149,1,19,12
725,E02004149,1,19,13
726,E02004149,1,19,14
727,E02004149,1,19,14
728,E02004149,1,19,15
729,E02004149,1,19,15
730,E02004149,1,19,15
731,E02004149,1,19,15
732,E02004149,1,19,15
733,E02004149,1,19,15
734,E02004149,1,19,15
735,E02004149,1,19,15
736,E02004149,1,19,15
737,E02004149,1,19,15
738,E02004149,1,19,16
739,E02004149,1,19,16
740,E02004149,1,19,16
741,E02004149,1,19,16
742,E02004149,1,19,16
743,E02004149,1,19,18
744,E02004149,1,19,18
745,E02004149,1,19,22
746,E02004149,1,19,22
747,E02004149,1,19,22
748,E02004149,1,20,2
749,E02004149,1,20,2
750,E02004149,1,20,2
751,E02004149,1,20,2
752,E02004149,1,20,2
753,E02004149,1,20,2
754,E02004149,1,20,2
755,E02004149,1,20,2
756,E02004149,1,20,2
757,E02004149,1,20,2
758,E02004149,1,20,2
759,E02004149,1,20,2
760,E02004149,1,20,2
761,E02004149,1,20,2
762,E02004149,1,20,2
763,E02004149,1,20,2
764,E02004149,1,20,2
765,E02004149,1,20,2
766,E02004149,1,20,2
767,E02004149,1,20,2
768,E02004149,1,20,2
769,E02004149,1,20,2
770,E02004149,1,20,2
771,E02004149,1,20,2
772,E02004149,1,20,2
773,E02004149,1,20,2
774,E02004149,1,20,2
775,E02004149,1,20,2
776,E02004149,1,20,2
777,E02004149,1,20,2
778,E02004149,1,20,2
779,E02004149,1,20,2
780,E02004149,1,20,2
781,E02004149,1,20,2
782,E02004149,1,20,2
783,E02004149,1,20,2
784,E02004149,1,20,2
785,E02004149,1,20,2
786,E02004149,1,20,2
787,E02004149,1,20,2
788,E02004149,1,20,2
789,E02004149,1,20,2
790,E02004149,1,20,2
791,E02004149,1,20,2
792,E02004149,1,20,2
793,E02004149,1,20,2
794,E02004149,1,20,2
795,E02004149,1,20,2
796,E02004149,1,20,2
797,E02004149,1,20,2
798,E02004149,1,20,2
799,E02004149,1,20,2
800,E02004149,1,20,2
801,E02004149,1,20,2
802,E02004149,1,20,2
803,E02004149,1,20,2
804,E02004149,1,20,2
805,E02004149,1,20,2
806,E02004149,1,20,2
807,E02004149,1,20,2
808,E02004149,1,20,2
809,E02004149,1,20,2
810,E02004149,1,20,2
811,E02004149,1,20,2
812,E02004149,1,20,2
813,E02004149,1,20,2
814,E02004149,1,20,2
815,E02004149,1,20,2
816,E02004149,1,20,2
817,E02004149,1,20,2
818,E02004149,1,20,2
819,E02004149,1,20,2
820,E02004149,1,20,2
821,E02004149,1,20,2
822,E02004149,1,20,2
823,E02004149,1,20,2
824,E02004149,1,20,2
825,E02004149,1,20,2
826,E02004149,1,20,2
827,E02004149,1,20,2
828,E02004149,1,20,2
829,E02004149,1,20,2
830,E02004149,1,20,2
831,E02004149,1,20,2
832,E02004149,1,20,2
833,E02004149,1,20,2
834,E02004149,1,20,2
835,E02004149,1,20,2
836,E02004149,1,20,2
837,E02004149,1,20,2
838,E02004149,1,20,2
839,E02004149,1,20,2
840,E02004149,1,20,2
841,E02004149,1,20,2
842,E02004149,1,20,2
843,E02004149,1,20,2
844,E02004149,1,20,2
845,E02004149,1,20,2
846,E02004149,1,20,2
847,E02004149,1,20,2
848,E02004149,1,20,2
849,E02004149,1,20,2
850,E02004149,1,20,2
851,E02004149,1,20,2
852,E02004149,1,20,2
853,E02004149,1,20,2
854,E02004149,1,20,2
855,E02004149,1,20,2
856,E02004149,1,20,2
857,E02004149,1,20,2
858,E02004149,1,20,2
859,E02004149,1,20,2
860,E02004149,1,20,2
861,E02004149,1,20,2
862,E02004149,1,20,2
863,E02004149,1,20,2
864,E02004149,1,20,2
865,E02004149,1,20,2
866,E02004149,1,20,2
867,E02004149,1,20,2
868,E02004149,1,20,2
869,E02004149,1,20,2
870,E02004149,1,20,2
871,E02004149,1,20,2
872,E02004149,1,20,2
873,E02004149,1,20,2
874,E02004149,1,20,2
875,E02004149,1,20,2
876,E02004149,1,20,2
877,E02004149,1,20,2
878,E02004149,1,20,2
879,E02004149,1,20,2
880,E02004149,1,20,2
881,E02004149,1,20,2
882,E02004149,1,20,2
883,E02004149,1,20,2
884,E02004149,1,20,2
885,E02004149,1,20,2
886,E02004149,1,20,2
887,E02004149,1,20,2
888,E02004149,1,20,2
889,E02004149,1,20,2
890,E02004149,1,20,2
891,E02004149,1,20,2
892,E02004149,1,20,2
893,E02004149,1,20,2
894,E02004149,1,20,2
895,E02004149,1,20,2
896,E02004149,1,20,2
897,E02004149,1,20,2
898,E02004149,1,20,2
899,E02004149,1,20,2
900,E02004149,1,20,2
901,E02004149,1,20,2
902,E02004149,1,20,2
903,E02004149,1,20,2
904,E02004149,1,20,2
905,E02004149,1,20,2
906,E02004149,1,20,2
907,E02004149,1,20,2
908,E02004149,1,20,2
909,E02004149,1,20,2
910,E02004149,1,20,2
911,E02004149,1,20,2
912,E02004149,1,20,2
913,E02004149,1,20,2
914,E02004149,1,20,2
915,E02004149,1,20,2
916,E02004149,1,20,2
917,E02004149,1,20,2
918,E02004149,1,20,2
919,E02004149,1,20,2
920,E02004149,1,20,2
921,E02004149,1,20,2
922,E02004149,1,20,2
923,E02004149,1,20,2
924,E02004149,1,20,2
925,E02004149,1,20,2
926,E02004149,1,20,2
927,E02004149,1,20,2
928,E02004149,1,20,2
929,E02004149,1,20,2
930,E02004149,1,20,2
931,E02004149,1,20,2
932,E02004149,1,20,2
933,E02004149,1,20,2
934,E02004149,1,20,2
935,E02004149,1,20,2
936,E02004149,1,20,2
937,E02004149,1,20,2
938,E02004149,1,20,2
939,E02004149,1,20,2
940,E02004149,1,20,2
941,E02004149,1,20,2
942,E02004149,1,20,2
943,E02004149,1,20,2
944,E02004149,1,20,2
945,E02004149,1,20,2
946,E02004149,1,20,2
947,E02004149,1,20,2
948,E02004149,1,20,2
949,E02004149,1,20,2
950,E02004149,1,20,2
951,E02004149,1,20,2
952,E02004149,1,20,2
953,E02004149,1,20,2
954,E02004149,1,20,2
955,E02004149,1,20,2
956,E02004149,1,20,2
957,E02004149,1,20,2
958,E02004149,1,20,2
959,E02004149,1,20,2
960,E02004149,1,20,2
961,E02004149,1,20,2
962,E02004149,1,20,2
963,E02004149,1,20,2
964,E02004149,1,20,2
965,E02004149,1,20,2
966,E02004149,1,20,2
967,E02004149,1,20,2
968,E02004149,1,20,2
969,E02004149,1,20,2
970,E02004149,1,20,2
971,E02004149,1,20,2
972,E02004149,1,20,2
973,E02004149,1,20,2
974,E02004149,1,20,2
975,E02004149,1,20,2
976,E02004149,1,20,2
977,E02004149,1,20,2
978,E02004149,1,20,2
979,E02004149,1,20,2
980,E02004149,1,20,2
981,E02004149,1,20,2
982,E02004149,1,20,2
983,E02004149,1,20,2
984,E02004149,1,20,2
985,E02004149,1,20,2
986,E02004149,1,20,2
987,E02004149,1,20,2
988,E02004149,1,20,2
989,E02004149,1,20,2
990,E02004149,1,20,2
991,E02004149,1,20,2
992,E02004149,1,20,2
993,E02004149,1,20,2
994,E02004149,1,20,2
995,E02004149,1,20,2
996,E02004149,1,20,2
997,E02004149,1,20,2
998,E02004149,1,20,2
999,E02004149,1,20,2
1000,E02004149,1,20,2
1001,E02004149,1,20,2
1002,E02004149,1,20,2
1003,E02004149,1,20,2
1004,E02004149,1,20,2
1005,E02004149,1,20,2
1006,E02004149,1,20,2
1007,E02004149,1,20,2
1008,E02004149,1,20,2
1009,E02004149,1,20,2
1010,E02004149,1,20,2
1011,E02004149,1,20,2
1012,E02004149,1,20,2
1013,E02004149,1,20,2
1014,E02004149,1,20,2
1015,E02004149,1,20,2
1016,E02004149,1,20,2
1017,E02004149,1,20,2
1018,E02004149,1,20,2
1019,E02004149,1,20,2
1020,E02004149,1,20,2
1021,E02004149,1,20,2
1022,E02004149,1,20,2
1023,E02004149,1,20,2
1024,E02004149,1,20,2
1025,E02004149,1,20,2
1026,E02004149,1,20,2
1027,E02004149,1,20,2
1028,E02004149,1,20,2
1029,E02004149,1,20,2
1030,E02004149,1,20,2
1031,E02004149,1,20,2
1032,E02004149,1,20,2
1033,E02004149,1,20,2
1034,E02004149,1,20,2
1035,E02004149,1,20,2
1036,E02004149,1,20,2
1037,E02004149,1,20,2
1038,E02004149,1,20,2
1039,E02004149,1,20,2
1040,E02004149,1,20,2
1041,E02004149,1,20,2
1042,E02004149,1,20,2
1043,E02004149,1,20,2
1044,E02004149,1,20,2
1045,E02004149,1,20,2
1046,E02004149,1,20,2
1047,E02004149,1,20,2
1048,E02004149,1,20,2
1049,E02004149,1,20,2
1050,E02004149,1,20,2
1051,E02004149,1,20,2
1052,E02004149,1,20,2
1053,E02004149,1,20,2
1054,E02004149,1,20,2
1055,E02004149,1,20,2
1056,E02004149,1,20,2
1057,E02004149,1,20,2
1058,E02004149,1,20,2
1059,E02004149,1,20,2
1060,E02004149,1,20,2
1061,E02004149,1,20,2
1062,E02004149,1,20,2
1063,E02004149,1,20,2
