PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11
121,E02000001,1,5,2
122,E02000001,1,5,2
123,E02000001,1,5,2
124,E02000001,1,5,2
125,E02000001,1,5,2
126,E02000001,1,5,5
127,E02000001,1,5,5
128,E02000001,1,5,8
129,E02000001,1,5,15
130,E02000001,1,5,15
131,E02000001,1,6,2
132,E02000001,1,6,2
133,E02000001,1,6,2
134,E02000001,1,6,2
135,E02000001,1,6,2
136,E02000001,1,6,2
137,E02000001,1,6,2
138,E02000001,1,6,2
139,E02000001,1,6,2
140,E02000001,1,6,2
141,E02000001,1,6,2
142,E02000001,1,6,2
143,E02000001,1,6,2
144,E02000001,1,6,2
145,E02000001,1,6,3
146,E02000001,1,6,5
147,E02000001,1,6,5
148,E02000001,1,6,5
149,E02000001,1,6,5
150,E02000001,1,6,9
151,E02000001,1,6,12
152,E02000001,1,6,14
153,E02000001,1,6,14
154,E02000001,1,6,14
155,E02000001,1,6,15
156,E02000001,1,7,2
157,E02000001,1,7,2
158,E02000001,1,7,2
159,E02000001,1,7,2
160,E02000001,1,7,2
161,E02000001,1,7,2
162,E02000001,1,7,2
163,E02000001,1,7,2
164,E02000001,1,7,2
165,E02000001,1,7,2
166,E02000001,1,7,2
167,E02000001,1,7,3
168,E02000001,1,7,5
169,E02000001,1,7,7
170,E02000001,1,7,12
171,E02000001,1,7,15
172,E02000001,1,7,18
173,E02000001,1,7,19
174,E02000001,1,8,2
175,E02000001,1,8,2
176,E02000001,1,8,2
177,E02000001,1,8,2
178,E02000001,1,8,2
179,E02000001,1,8,2
180,E02000001,1,8,2
181,E02000001,1,8,2
182,E02000001,1,8,2
183,E02000001,1,8,2
184,E02000001,1,8,2
185,E02000001,1,8,2
186,E02000001,1,8,2
187,E02000001,1,8,2
188,E02000001,1,8,5
189,E02000001,1,8,5
190,E02000001,1,8,5
191,E02000001,1,8,10
192,E02000001,1,8,12
193,E02000001,1,8,19
194,E02000001,1,8,19
195,E02000001,1,8,23
196,E02000001,1,9,2
197,E02000001,1,9,2
198,E02000001,1,9,2
199,E02000001,1,9,2
200,E02000001,1,9,2
201,E02000001,1,9,2
202,E02000001,1,9,2
203,E02000001,1,9,2
204,E02000001,1,9,2
205,E02000001,1,9,2
206,E02000001,1,9,2
207,E02000001,1,9,2
208,E02000001,1,9,2
209,E02000001,1,9,2
210,E02000001,1,9,2
211,E02000001,1,9,2
212,E02000001,1,9,2
213,E02000001,1,9,2
214,E02000001,1,9,2
215,E02000001,1,9,5
216,E02000001,1,9,5
217,E02000001,1,9,5
218,E02000001,1,9,5
219,E02000001,1,9,5
220,E02000001,1,9,5
221,E02000001,1,9,5
222,E02000001,1,9,5
223,E02000001,1,9,12
224,E02000001,1,9,14
225,E02000001,1,9,15
226,E02000001,1,9,15
227,E02000001,1,9,15
228,E02000001,1,9,22
229,E02000001,1,10,2
230,E02000001,1,10,2
231,E02000001,1,10,2
232,E02000001,1,10,2
233,E02000001,1,10,2
234,E02000001,1,10,2
235,E02000001,1,10,2
236,E02000001,1,10,2
237,E02000001,1,10,2
238,E02000001,1,10,2
239,E02000001,1,10,2
240,E02000001,1,10,2
241,E02000001,1,10,2
242,E02000001,1,10,3
243,E02000001,1,10,3
244,E02000001,1,10,5
245,E02000001,1,10,5
246,E02000001,1,10,5
247,E02000001,1,10,5
248,E02000001,1,10,5
249,E02000001,1,10,5
250,E02000001,1,10,5
251,E02000001,1,10,10
252,E02000001,1,10,10
253,E02000001,1,11,2
254,E02000001,1,11,2
255,E02000001,1,11,2
256,E02000001,1,11,2
257,E02000001,1,11,2
258,E02000001,1,11,2
259,E02000001,1,11,2
260,E02000001,1,11,2
261,E02000001,1,11,2
262,E02000001,1,11,2
263,E02000001,1,11,3
264,E02000001,1,11,5
265,E02000001,1,11,5
266,E02000001,1,11,5
267,E02000001,1,11,14
268,E02000001,1,11,18
269,E02000001,1,11,23
270,E02000001,1,12,2
271,E02000001,1,12,2
272,E02000001,1,12,2
273,E02000001,1,12,2
274,E02000001,1,12,2
275,E02000001,1,12,2
276,E02000001,1,12,2
277,E02000001,1,12,2
278,E02000001,1,12,2
279,E02000001,1,12,2
280,E02000001,1,12,2
281,E02000001,1,12,2
282,E02000001,1,12,2
283,E02000001,1,12,2
284,E02000001,1,12,2
285,E02000001,1,12,2
286,E02000001,1,12,2
287,E02000001,1,12,2
288,E02000001,1,12,5
289,E02000001,1,12,5
290,E02000001,1,12,5
291,E02000001,1,12,5
292,E02000001,1,12,5
293,E02000001,1,12,12
294,E02000001,1,12,12
295,E02000001,1,12,23
296,E02000001,1,12,23
297,E02000001,1,13,2
298,E02000001,1,13,2
299,E02000001,1,13,2
300,E02000001,1,13,2
301,E02000001,1,13,2
302,E02000001,1,13,2
303,E02000001,1,13,2
304,E02000001,1,13,2
305,E02000001,1,13,5
306,E02000001,1,13,5
307,E02000001,1,13,5
308,E02000001,1,13,10
309,E02000001,1,13,14
310,E02000001,1,13,18
311,E02000001,1,14,2
312,E02000001,1,14,2
313,E02000001,1,14,2
314,E02000001,1,14,2
315,E02000001,1,14,2
316,E02000001,1,14,2
317,E02000001,1,14,2
318,E02000001,1,14,2
319,E02000001,1,14,2
320,E02000001,1,14,2
321,E02000001,1,14,2
322,E02000001,1,14,5
323,E02000001,1,14,5
324,E02000001,1,14,5
325,E02000001,1,14,9
326,E02000001,1,14,12
327,E02000001,1,14,14
328,E02000001,1,14,16
329,E02000001,1,14,20
330,E02000001,1,15,2
331,E02000001,1,15,2
332,E02000001,1,15,2
333,E02000001,1,15,2
334,E02000001,1,15,2
335,E02000001,1,15,2
336,E02000001,1,15,2
337,E02000001,1,15,2
338,E02000001,1,15,3
339,E02000001,1,15,5
340,E02000001,1,15,5
341,E02000001,1,15,5
342,E02000001,1,15,18
343,E02000001,1,16,2
344,E02000001,1,16,2
345,E02000001,1,16,2
346,E02000001,1,16,2
347,E02000001,1,16,2
348,E02000001,1,16,2
349,E02000001,1,16,2
350,E02000001,1,16,3
351,E02000001,1,16,5
352,E02000001,1,16,5
353,E02000001,1,16,10
354,E02000001,1,16,15
355,E02000001,1,17,2
356,E02000001,1,17,2
357,E02000001,1,17,2
358,E02000001,1,17,2
359,E02000001,1,17,2
360,E02000001,1,17,2
361,E02000001,1,17,2
362,E02000001,1,17,2
363,E02000001,1,17,2
364,E02000001,1,17,3
365,E02000001,1,17,5
366,E02000001,1,17,5
367,E02000001,1,17,5
368,E02000001,1,17,5
369,E02000001,1,17,12
370,E02000001,1,17,12
371,E02000001,1,17,16
372,E02000001,1,18,2
373,E02000001,1,18,2
374,E02000001,1,18,2
375,E02000001,1,18,2
376,E02000001,1,18,2
377,E02000001,1,18,2
378,E02000001,1,18,2
379,E02000001,1,18,2
380,E02000001,1,18,2
381,E02000001,1,18,2
382,E02000001,1,18,5
383,E02000001,1,18,5
384,E02000001,1,18,10
385,E02000001,1,18,12
386,E02000001,1,18,14
387,E02000001,1,18,16
388,E02000001,1,18,19
389,E02000001,1,18,23
390,E02000001,1,19,2
391,E02000001,1,19,2
392,E02000001,1,19,2
393,E02000001,1,19,2
394,E02000001,1,19,2
395,E02000001,1,19,2
396,E02000001,1,19,2
397,E02000001,1,19,2
398,E02000001,1,19,2
399,E02000001,1,19,2
400,E02000001,1,19,2
401,E02000001,1,19,2
402,E02000001,1,19,2
403,E02000001,1,19,2
404,E02000001,1,19,3
405,E02000001,1,19,5
406,E02000001,1,19,5
407,E02000001,1,19,5
408,E02000001,1,19,5
409,E02000001,1,19,5
410,E02000001,1,19,15
411,E02000001,1,19,18
412,E02000001,1,19,22
413,E02000001,1,21,2
414,E02000001,1,21,2
415,E02000001,1,21,2
416,E02000001,1,21,2
417,E02000001,1,21,2
418,E02000001,1,21,2
419,E02000001,1,21,2
420,E02000001,1,21,2
421,E02000001,1,21,2
422,E02000001,1,21,5
423,E02000001,1,21,5
424,E02000001,1,21,7
425,E02000001,1,21,15
426,E02000001,1,22,2
427,E02000001,1,22,2
428,E02000001,1,22,2
429,E02000001,1,22,2
430,E02000001,1,22,5
431,E02000001,1,22,14
432,E02000001,1,25,2
433,E02000001,1,25,2
434,E02000001,1,25,2
435,E02000001,1,25,2
436,E02000001,1,25,2
437,E02000001,1,25,2
438,E02000001,1,25,2
439,E02000001,1,25,2
440,E02000001,1,25,2
441,E02000001,1,25,2
442,E02000001,1,25,2
443,E02000001,1,25,5
444,E02000001,1,25,5
445,E02000001,1,25,5
446,E02000001,1,25,5
447,E02000001,1,25,10
448,E02000001,1,25,16
449,E02000001,1,26,2
450,E02000001,1,26,2
451,E02000001,1,26,2
452,E02000001,1,26,2
453,E02000001,1,26,2
454,E02000001,1,26,2
455,E02000001,1,26,2
456,E02000001,1,26,2
457,E02000001,1,26,2
458,E02000001,1,26,2
459,E02000001,1,26,2
460,E02000001,1,26,2
461,E02000001,1,26,2
462,E02000001,1,26,3
463,E02000001,1,26,5
464,E02000001,1,26,5
465,E02000001,1,26,5
466,E02000001,1,26,5
467,E02000001,1,26,5
468,E02000001,1,27,2
469,E02000001,1,27,2
470,E02000001,1,27,2
471,E02000001,1,27,2
472,E02000001,1,27,2
473,E02000001,1,27,2
474,E02000001,1,27,2
475,E02000001,1,27,2
476,E02000001,1,27,2
477,E02000001,1,27,2
478,E02000001,1,27,2
479,E02000001,1,27,2
480,E02000001,1,27,2
481,E02000001,1,27,2
482,E02000001,1,27,2
483,E02000001,1,27,3
484,E02000001,1,27,5
485,E02000001,1,27,5
486,E02000001,1,27,5
487,E02000001,1,27,5
488,E02000001,1,27,10
489,E02000001,1,27,12
490,E02000001,1,27,14
491,E02000001,1,27,15
492,E02000001,1,27,16
493,E02000001,1,28,2
494,E02000001,1,28,2
495,E02000001,1,28,2
496,E02000001,1,28,2
497,E02000001,1,28,2
498,E02000001,1,28,2
499,E02000001,1,28,2
500,E02000001,1,28,2
501,E02000001,1,28,2
502,E02000001,1,28,2
503,E02000001,1,28,2
504,E02000001,1,28,2
505,E02000001,1,28,2
506,E02000001,1,28,2
507,E02000001,1,28,2
508,E02000001,1,28,2
509,E02000001,1,28,2
510,E02000001,1,28,2
511,E02000001,1,28,2
512,E02000001,1,28,2
513,E02000001,1,28,2
514,E02000001,1,28,2
515,E02000001,1,28,2
516,E02000001,1,28,2
517,E02000001,1,28,2
518,E02000001,1,28,2
519,E02000001,1,28,2
520,E02000001,1,28,2
521,E02000001,1,28,2
522,E02000001,1,28,2
523,E02000001,1,28,2
524,E02000001,1,28,2
525,E02000001,1,28,2
526,E02000001,1,28,2
527,E02000001,1,28,3
528,E02000001,1,28,5
529,E02000001,1,28,5
530,E02000001,1,28,5
531,E02000001,1,28,5
532,E02000001,1,28,5
533,E02000001,1,28,5
534,E02000001,1,28,5
535,E02000001,1,28,5
536,E02000001,1,28,5
537,E02000001,1,28,5
538,E02000001,1,28,5
539,E02000001,1,28,5
540,E02000001,1,28,7
541,E02000001,1,28,12
542,E02000001,1,28,14
543,E02000001,1,28,14
544,E02000001,1,28,15
545,E02000001,1,28,16
546,E02000001,1,28,18
547,E02000001,1,28,19
548,E02000001,1,28,20
549,E02000001,1,28,23
550,E02000001,1,29,2
551,E02000001,1,29,2
552,E02000001,1,29,2
553,E02000001,1,29,2
554,E02000001,1,29,2
555,E02000001,1,29,2
556,E02000001,1,29,2
557,E02000001,1,29,2
558,E02000001,1,29,2
559,E02000001,1,29,2
560,E02000001,1,29,2
561,E02000001,1,29,2
562,E02000001,1,29,2
563,E02000001,1,29,2
564,E02000001,1,29,2
565,E02000001,1,29,2
566,E02000001,1,29,2
567,E02000001,1,29,2
568,E02000001,1,29,2
569,E02000001,1,29,2
570,E02000001,1,29,2
571,E02000001,1,29,2
572,E02000001,1,29,2
573,E02000001,1,29,2
574,E02000001,1,29,2
575,E02000001,1,29,2
576,E02000001,1,29,2
577,E02000001,1,29,2
578,E02000001,1,29,2
579,E02000001,1,29,2
580,E02000001,1,29,2
581,E02000001,1,29,2
582,E02000001,1,29,2
583,E02000001,1,29,2
584,E02000001,1,29,2
585,E02000001,1,29,3
586,E02000001,1,29,5
587,E02000001,1,29,5
588,E02000001,1,29,5
589,E02000001,1,29,5
590,E02000001,1,29,5
591,E02000001,1,29,5
592,E02000001,1,29,5
593,E02000001,1,29,5
594,E02000001,1,29,5
595,E02000001,1,29,5
596,E02000001,1,29,5
597,E02000001,1,29,9
598,E02000001,1,29,10
599,E02000001,1,29,12
600,E02000001,1,29,14
601,E02000001,1,29,15
602,E02000001,1,29,16
603,E02000001,1,29,22
604,E02000001,1,30,2
605,E02000001,1,30,2
606,E02000001,1,30,2
607,E02000001,1,30,2
608,E02000001,1,30,2
609,E02000001,1,30,2
610,E02000001,1,30,2
611,E02000001,1,30,2
612,E02000001,1,30,2
613,E02000001,1,30,2
614,E02000001,1,30,2
615,E02000001,1,30,2
616,E02000001,1,30,2
617,E02000001,1,30,2
618,E02000001,1,30,2
619,E02000001,1,30,2
620,E02000001,1,30,2
621,E02000001,1,30,2
622,E02000001,1,30,2
623,E02000001,1,30,2
624,E02000001,1,30,2
625,E02000001,1,30,2
626,E02000001,1,30,2
627,E02000001,1,30,2
628,E02000001,1,30,2
629,E02000001,1,30,2
630,E02000001,1,30,2
631,E02000001,1,30,2
632,E02000001,1,30,2
633,E02000001,1,30,2
634,E02000001,1,30,2
635,E02000001,1,30,2
636,E02000001,1,30,2
637,E02000001,1,30,2
638,E02000001,1,30,2
639,E02000001,1,30,2
640,E02000001,1,30,2
641,E02000001,1,30,3
642,E02000001,1,30,5
643,E02000001,1,30,5
644,E02000001,1,30,5
645,E02000001,1,30,5
646,E02000001,1,30,5
647,E02000001,1,30,5
648,E02000001,1,30,5
649,E02000001,1,30,5
650,E02000001,1,30,5
651,E02000001,1,30,5
652,E02000001,1,30,5
653,E02000001,1,30,5
654,E02000001,1,30,10
655,E02000001,1,30,12
656,E02000001,1,30,12
657,E02000001,1,30,13
658,E02000001,1,30,14
659,E02000001,1,30,14
660,E02000001,1,30,15
661,E02000001,1,30,16
662,E02000001,1,30,18
663,E02000001,1,30,19
664,E02000001,1,30,20
665,E02000001,1,30,23
666,E02000001,1,31,2
667,E02000001,1,31,2
668,E02000001,1,31,2
669,E02000001,1,31,2
670,E02000001,1,31,2
671,E02000001,1,31,2
672,E02000001,1,31,2
673,E02000001,1,31,2
674,E02000001,1,31,2
675,E02000001,1,31,2
676,E02000001,1,31,2
677,E02000001,1,31,2
678,E02000001,1,31,2
679,E02000001,1,31,2
680,E02000001,1,31,2
681,E02000001,1,31,2
682,E02000001,1,31,2
683,E02000001,1,31,2
684,E02000001,1,31,2
685,E02000001,1,31,2
686,E02000001,1,31,2
687,E02000001,1,31,2
688,E02000001,1,31,2
689,E02000001,1,31,2
690,E02000001,1,31,2
691,E02000001,1,31,2
692,E02000001,1,31,2
693,E02000001,1,31,2
694,E02000001,1,31,2
695,E02000001,1,31,2
696,E02000001,1,31,2
697,E02000001,1,31,2
698,E02000001,1,31,2
699,E02000001,1,31,2
700,E02000001,1,31,2
701,E02000001,1,31,2
702,E02000001,1,31,2
703,E02000001,1,31,2
704,E02000001,1,31,2
705,E02000001,1,31,2
706,E02000001,1,31,2
707,E02000001,1,31,2
708,E02000001,1,31,2
709,E02000001,1,31,2
710,E02000001,1,31,2
711,E02000001,1,31,2
712,E02000001,1,31,2
713,E02000001,1,31,2
714,E02000001,1,31,2
715,E02000001,1,31,2
716,E02000001,1,31,2
717,E02000001,1,31,2
718,E02000001,1,31,2
719,E02000001,1,31,2
720,E02000001,1,31,2
721,E02000001,1,31,2
722,E02000001,1,31,2
723,E02000001,1,31,2
724,E02000001,1,31,2
725,E02000001,1,31,2
726,E02000001,1,31,2
727,E02000001,1,31,3
728,E02000001,1,31,3
729,E02000001,1,31,3
730,E02000001,1,31,3
731,E02000001,1,31,5
732,E02000001,1,31,5
733,E02000001,1,31,5
734,E02000001,1,31,5
735,E02000001,1,31,5
736,E02000001,1,31,5
737,E02000001,1,31,5
738,E02000001,1,31,5
739,E02000001,1,31,5
740,E02000001,1,31,5
741,E02000001,1,31,5
742,E02000001,1,31,5
743,E02000001,1,31,5
744,E02000001,1,31,5
745,E02000001,1,31,5
746,E02000001,1,31,5
747,E02000001,1,31,5
748,E02000001,1,31,5
749,E02000001,1,31,9
750,E02000001,1,31,9
751,E02000001,1,31,10
752,E02000001,1,31,12
753,E02000001,1,31,12
754,E02000001,1,31,12
755,E02000001,1,31,12
756,E02000001,1,31,14
757,E02000001,1,31,14
758,E02000001,1,31,15
759,E02000001,1,31,15
760,E02000001,1,31,16
761,E02000001,1,31,16
762,E02000001,1,31,16
763,E02000001,1,31,18
764,E02000001,1,31,18
765,E02000001,1,31,19
766,E02000001,1,31,20
767,E02000001,1,31,22
768,E02000001,1,31,23
769,E02000001,1,32,2
770,E02000001,1,32,2
771,E02000001,1,32,2
772,E02000001,1,32,2
773,E02000001,1,32,2
774,E02000001,1,32,2
775,E02000001,1,32,2
776,E02000001,1,32,2
777,E02000001,1,32,2
778,E02000001,1,32,2
779,E02000001,1,32,2
780,E02000001,1,32,2
781,E02000001,1,32,2
782,E02000001,1,32,2
783,E02000001,1,32,2
784,E02000001,1,32,2
785,E02000001,1,32,2
786,E02000001,1,32,2
787,E02000001,1,32,2
788,E02000001,1,32,2
789,E02000001,1,32,2
790,E02000001,1,32,2
791,E02000001,1,32,2
792,E02000001,1,32,2
793,E02000001,1,32,2
794,E02000001,1,32,2
795,E02000001,1,32,2
796,E02000001,1,32,2
797,E02000001,1,32,2
798,E02000001,1,32,2
799,E02000001,1,32,2
800,E02000001,1,32,2
801,E02000001,1,32,2
802,E02000001,1,32,2
803,E02000001,1,32,2
804,E02000001,1,32,2
805,E02000001,1,32,2
806,E02000001,1,32,2
807,E02000001,1,32,2
808,E02000001,1,32,2
809,E02000001,1,32,2
810,E02000001,1,32,2
811,E02000001,1,32,2
812,E02000001,1,32,2
813,E02000001,1,32,2
814,E02000001,1,32,2
815,E02000001,1,32,2
816,E02000001,1,32,2
817,E02000001,1,32,2
818,E02000001,1,32,2
819,E02000001,1,32,2
820,E02000001,1,32,3
821,E02000001,1,32,3
822,E02000001,1,32,5
823,E02000001,1,32,5
824,E02000001,1,32,5
825,E02000001,1,32,5
826,E02000001,1,32,5
827,E02000001,1,32,5
828,E02000001,1,32,5
829,E02000001,1,32,5
830,E02000001,1,32,5
831,E02000001,1,32,5
832,E02000001,1,32,5
833,E02000001,1,32,5
834,E02000001,1,32,5
835,E02000001,1,32,5
836,E02000001,1,32,8
837,E02000001,1,32,9
838,E02000001,1,32,9
839,E02000001,1,32,10
840,E02000001,1,32,12
841,E02000001,1,32,12
842,E02000001,1,32,14
843,E02000001,1,32,14
844,E02000001,1,32,14
845,E02000001,1,32,15
846,E02000001,1,32,15
847,E02000001,1,32,15
848,E02000001,1,32,16
849,E02000001,1,32,18
850,E02000001,1,32,18
851,E02000001,1,32,22
852,E02000001,1,32,23
853,E02000001,1,33,2
854,E02000001,1,33,2
855,E02000001,1,33,2
856,E02000001,1,33,2
857,E02000001,1,33,2
858,E02000001,1,33,2
859,E02000001,1,33,2
860,E02000001,1,33,2
861,E02000001,1,33,2
862,E02000001,1,33,2
863,E02000001,1,33,2
864,E02000001,1,33,2
865,E02000001,1,33,2
866,E02000001,1,33,2
867,E02000001,1,33,2
868,E02000001,1,33,2
869,E02000001,1,33,2
870,E02000001,1,33,2
871,E02000001,1,33,2
872,E02000001,1,33,2
873,E02000001,1,33,2
874,E02000001,1,33,2
875,E02000001,1,33,2
876,E02000001,1,33,2
877,E02000001,1,33,2
878,E02000001,1,33,2
879,E02000001,1,33,2
880,E02000001,1,33,2
881,E02000001,1,33,2
882,E02000001,1,33,2
883,E02000001,1,33,2
884,E02000001,1,33,2
885,E02000001,1,33,2
886,E02000001,1,33,2
887,E02000001,1,33,2
888,E02000001,1,33,2
889,E02000001,1,33,2
890,E02000001,1,33,2
891,E02000001,1,33,2
892,E02000001,1,33,2
893,E02000001,1,33,2
894,E02000001,1,33,2
895,E02000001,1,33,2
896,E02000001,1,33,2
897,E02000001,1,33,2
898,E02000001,1,33,2
899,E02000001,1,33,2
900,E02000001,1,33,2
901,E02000001,1,33,2
902,E02000001,1,33,2
903,E02000001,1,33,2
904,E02000001,1,33,2
905,E02000001,1,33,2
906,E02000001,1,33,2
907,E02000001,1,33,2
908,E02000001,1,33,2
909,E02000001,1,33,3
910,E02000001,1,33,5
911,E02000001,1,33,5
912,E02000001,1,33,5
913,E02000001,1,33,5
914,E02000001,1,33,5
915,E02000001,1,33,5
916,E02000001,1,33,5
917,E02000001,1,33,5
918,E02000001,1,33,5
919,E02000001,1,33,5
920,E02000001,1,33,5
921,E02000001,1,33,5
922,E02000001,1,33,5
923,E02000001,1,33,5
924,E02000001,1,33,5
925,E02000001,1,33,5
926,E02000001,1,33,5
927,E02000001,1,33,5
928,E02000001,1,33,7
929,E02000001,1,33,8
930,E02000001,1,33,12
931,E02000001,1,33,12
932,E02000001,1,33,14
933,E02000001,1,33,14
934,E02000001,1,33,14
935,E02000001,1,33,15
936,E02000001,1,33,16
937,E02000001,1,33,16
938,E02000001,1,33,16
939,E02000001,1,33,18
940,E02000001,1,33,22
941,E02000001,1,33,22
942,E02000001,1,33,22
943,E02000001,1,34,2
944,E02000001,1,34,2
945,E02000001,1,34,2
946,E02000001,1,34,2
947,E02000001,1,34,2
948,E02000001,1,34,2
949,E02000001,1,34,2
950,E02000001,1,34,2
951,E02000001,1,34,2
952,E02000001,1,34,2
953,E02000001,1,34,2
954,E02000001,1,34,2
955,E02000001,1,34,2
956,E02000001,1,34,2
957,E02000001,1,34,2
958,E02000001,1,34,2
959,E02000001,1,34,2
960,E02000001,1,34,2
961,E02000001,1,34,2
962,E02000001,1,34,2
963,E02000001,1,34,2
964,E02000001,1,34,2
965,E02000001,1,34,2
966,E02000001,1,34,2
967,E02000001,1,34,2
968,E02000001,1,34,2
969,E02000001,1,34,2
970,E02000001,1,34,2
971,E02000001,1,34,2
972,E02000001,1,34,2
973,E02000001,1,34,2
974,E02000001,1,34,2
975,E02000001,1,34,2
976,E02000001,1,34,2
977,E02000001,1,34,2
978,E02000001,1,34,2
979,E02000001,1,34,2
980,E02000001,1,34,2
981,E02000001,1,34,2
982,E02000001,1,34,2
983,E02000001,1,34,2
984,E02000001,1,34,2
985,E02000001,1,34,2
986,E02000001,1,34,2
987,E02000001,1,34,2
988,E02000001,1,34,2
989,E02000001,1,34,2
990,E02000001,1,34,2
991,E02000001,1,34,3
992,E02000001,1,34,5
993,E02000001,1,34,5
994,E02000001,1,34,5
995,E02000001,1,34,5
996,E02000001,1,34,5
997,E02000001,1,34,5
998,E02000001,1,34,5
999,E02000001,1,34,5
1000,E02000001,1,34,5
1001,E02000001,1,34,5
1002,E02000001,1,34,5
1003,E02000001,1,34,5
1004,E02000001,1,34,5
1005,E02000001,1,34,5
1006,E02000001,1,34,5
1007,E02000001,1,34,5
1008,E02000001,1,34,8
1009,E02000001,1,34,9
1010,E02000001,1,34,9
1011,E02000001,1,34,12
1012,E02000001,1,34,12
1013,E02000001,1,34,12
1014,E02000001,1,34,14
1015,E02000001,1,34,15
1016,E02000001,1,34,15
1017,E02000001,1,34,16
1018,E02000001,1,34,16
1019,E02000001,1,34,18
1020,E02000001,1,34,18
1021,E02000001,1,34,22
1022,E02000001,1,34,22
1023,E02000001,1,35,2
1024,E02000001,1,35,2
1025,E02000001,1,35,2
1026,E02000001,1,35,2
1027,E02000001,1,35,2
1028,E02000001,1,35,2
1029,E02000001,1,35,2
1030,E02000001,1,35,2
1031,E02000001,1,35,2
1032,E02000001,1,35,2
1033,E02000001,1,35,2
1034,E02000001,1,35,2
1035,E02000001,1,35,2
1036,E02000001,1,35,2
1037,E02000001,1,35,2
1038,E02000001,1,35,2
1039,E02000001,1,35,2
1040,E02000001,1,35,2
1041,E02000001,1,35,2
1042,E02000001,1,35,2
1043,E02000001,1,35,2
1044,E02000001,1,35,2
1045,E02000001,1,35,2
1046,E02000001,1,35,2
1047,E02000001,1,35,2
1048,E02000001,1,35,2
1049,E02000001,1,35,2
1050,E02000001,1,35,2
1051,E02000001,1,35,2
1052,E02000001,1,35,2
1053,E02000001,1,35,3
1054,E02000001,1,35,5
1055,E02000001,1,35,5
1056,E02000001,1,35,5
1057,E02000001,1,35,5
1058,E02000001,1,35,5
1059,E02000001,1,35,5
1060,E02000001,1,35,5
1061,E02000001,1,35,5
1062,E02000001,1,35,5
1063,E02000001,1,35,10
